date,acceleration,x,y,z
07/22/2016 01:11:48.852651,-0.011139,0.0,0.0,0.0 
07/22/2016 01:11:48.852962,-0.014282,0.0,0.0,0.0 
07/22/2016 01:11:48.857246,-0.013138,0.0,0.0,0.0 
07/22/2016 01:11:48.869249,-0.010437,-0.0625,-0.186523,1.030762 
07/22/2016 01:11:48.871258,-0.008347,0.0,0.0,0.0 
07/22/2016 01:11:48.871557,-0.00972,0.0,0.0,0.0 
07/22/2016 01:11:48.873955,-0.010773,0.0,0.0,0.0 
07/22/2016 01:11:48.874262,-0.014099,0.0,0.0,0.0 
07/22/2016 01:11:48.879877,-0.014649,-0.061768,-0.186279,1.031982 
07/22/2016 01:11:48.891867,-0.009644,0.0,0.0,0.0 
07/22/2016 01:11:48.892341,-0.009964,0.0,0.0,0.0 
07/22/2016 01:11:48.892782,-0.00882,0.0,0.0,0.0 
07/22/2016 01:11:48.894291,-0.009033,0.0,0.0,0.0 
07/22/2016 01:11:48.894997,-0.011246,-0.060547,-0.186035,1.031738 
07/22/2016 01:11:48.896540,-0.011963,0.0,0.0,0.0 
07/22/2016 01:11:48.897020,-0.011261,0.0,0.0,0.0 
07/22/2016 01:11:48.897461,-0.010056,0.0,0.0,0.0 
07/22/2016 01:11:48.897896,-0.009689,0.0,0.0,0.0 
07/22/2016 01:11:48.903478,-0.009949,-0.061279,-0.189697,1.03125 
07/22/2016 01:11:48.903958,-0.009735,0.0,0.0,0.0 
07/22/2016 01:11:48.914163,-0.010483,0.0,0.0,0.0 
07/22/2016 01:11:48.914644,-0.011246,0.0,0.0,0.0 
07/22/2016 01:11:48.915085,-0.011246,0.0,0.0,0.0 
07/22/2016 01:11:48.916834,-0.010468,-0.062744,-0.185547,1.03125 
07/22/2016 01:11:48.917310,-0.009415,0.0,0.0,0.0 
07/22/2016 01:11:48.917950,-0.008103,0.0,0.0,0.0 
07/22/2016 01:11:48.919124,-0.008957,0.0,0.0,0.0 
07/22/2016 01:11:48.919684,-0.009949,0.0,0.0,0.0 
07/22/2016 01:11:48.920378,-0.010575,-0.060059,-0.1875,1.028809 
07/22/2016 01:11:48.925625,-0.010315,0.0,0.0,0.0 
07/22/2016 01:11:48.936662,-0.009598,0.0,0.0,0.0 
07/22/2016 01:11:48.937139,-0.009598,0.0,0.0,0.0 
07/22/2016 01:11:48.937621,-0.009232,0.0,0.0,0.0 
07/22/2016 01:11:48.939099,-0.010025,-0.060791,-0.1875,1.031982 
